protein_id,gene_symbol,taxon_id,taxon_label,term_id,term_label,term_description,term_ontology,evidence_type,negated,original_reference_id,original_reference_title,supporting_entities,extensions,review_summary,review_action,review_reason,review_supporting_text,review_proposed_replacement_terms,review_additional_reference_ids
A6NFN3,RBFOX3,NCBITaxon:9606,Homo sapiens,GO:0043484,regulation of RNA splicing,,,IEA,,GO_REF:0000120,Gene Ontology inferred from electronic annotation (IEA),,,Automated annotation based on splicing regulator function,KEEP_AS_NON_CORE,Accurate but less specific than 'regulation of alternative mRNA splicing' - alternative splicing is RBFOX3's core function,,,
A6NFN3,RBFOX3,NCBITaxon:9606,Homo sapiens,GO:0005634,nucleus,,,IEA,,GO_REF:0000120,Gene Ontology inferred from electronic annotation (IEA),,,Automated annotation and phylogenetic inference,MODIFY,Incomplete - RBFOX3 has both nuclear and cytoplasmic isoforms with distinct functions. Nuclear localization is isoform-dependent,,GO:0070013:intracellular organelle lumen,
A6NFN3,RBFOX3,NCBITaxon:9606,Homo sapiens,GO:0005737,cytoplasm,,,IEA,,GO_REF:0000120,Gene Ontology inferred from electronic annotation (IEA),,,Automated annotation and phylogenetic inference,MODIFY,Too general - RBFOX3 cytoplasmic isoforms have specific functions distinct from general cytoplasmic localization,,GO:0005829:cytosol,
A6NFN3,RBFOX3,NCBITaxon:9606,Homo sapiens,GO:0006397,mRNA processing,,,IEA,,GO_REF:0000043,Gene Ontology inferred from electronic annotation based on UniProtKB keywords,,,Automated annotation based on RNA processing function,MODIFY,"Too general - RBFOX3 specifically regulates alternative splicing, not general mRNA processing",,"GO:0000381:regulation of alternative mRNA splicing, via spliceosome",
A6NFN3,RBFOX3,NCBITaxon:9606,Homo sapiens,GO:0008380,RNA splicing,,,IEA,,GO_REF:0000043,Gene Ontology inferred from electronic annotation based on UniProtKB keywords,,,Automated annotation based on splicing function,MODIFY,"Less specific than RBFOX3's actual function - it regulates alternative splicing, not general splicing",,"GO:0000381:regulation of alternative mRNA splicing, via spliceosome",
A6NFN3,RBFOX3,NCBITaxon:9606,Homo sapiens,GO:0003729,mRNA binding,,,IBA,,GO_REF:0000033,Gene Ontology inferred from electronic annotation (IBA),,,Phylogenetic inference based on ortholog functions,ACCEPT,Accurate and specific - RBFOX3 binds to specific mRNA sequences through its RRM domain,,,
A6NFN3,RBFOX3,NCBITaxon:9606,Homo sapiens,GO:0005634,nucleus,,,IBA,,GO_REF:0000033,Gene Ontology inferred from electronic annotation (IBA),,,Phylogenetic inference of nuclear localization,ACCEPT,RBFOX3 nuclear isoforms are well-documented and functionally important,,,
A6NFN3,RBFOX3,NCBITaxon:9606,Homo sapiens,GO:0007399,nervous system development,,,IBA,,GO_REF:0000033,Gene Ontology inferred from electronic annotation (IBA),,,Phylogenetic inference based on neuronal development role,ACCEPT,RBFOX3 is essential for neuronal differentiation and CNS development,,,
A6NFN3,RBFOX3,NCBITaxon:9606,Homo sapiens,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",,,IBA,,GO_REF:0000033,Gene Ontology inferred from electronic annotation (IBA),,,Phylogenetic inference of alternative splicing regulation,ACCEPT,Core function - RBFOX3 regulates alternative splicing through position-dependent binding,,,
A6NFN3,RBFOX3,NCBITaxon:9606,Homo sapiens,GO:0005737,cytoplasm,,,IBA,,GO_REF:0000033,Gene Ontology inferred from electronic annotation (IBA),,,Phylogenetic inference of cytoplasmic localization,ACCEPT,RBFOX3 cytoplasmic isoforms are well-documented with distinct functions,,,
Q9BRQ4,CFAP300,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:29727692,C11orf70 mutations disrupting the intraflagellar transport-dependent assembly of multiple axonemal dyneins cause primary ciliary dyskinesia,,,DNAAF2 interaction supported by both publications but experimental details need verification,MODIFY,"PMID:29727693 states ""C11orf70 shows an interaction with cytoplasmic ODA/IDA assembly factor DNAAF2"" but publications don't detail experimental methods in abstracts. However, 'protein binding' is uninformative per curation guidelines. CFAP300 functions as an adapter/scaffolding protein for dynein arm assembly.",PMID:29727693: Yeast 2-hybrid screening and pull-down assays revealed that CFAP300 interacted directly with the cytoplasmic outer and inner dynein arm assembly factor DNAAF2. PMID:29727692: C11orf70 mutations disrupting the intraflagellar transport-dependent assembly of multiple axonemal dyneins cause primary ciliary dyskinesia.,GO:0030674:protein-macromolecule adaptor activity,PMID:29727693
Q9BRQ4,CFAP300,NCBITaxon:9606,Homo sapiens,GO:0005737,cytoplasm,,,ISS,,GO_REF:0000024,Manual transfer of experimentally-verified manual GO annotation data to orthologs by curator judgment of sequence similarity.,,,Cytoplasmic localization directly supported by experimental evidence in publications,ACCEPT,"PMID:29727692 demonstrates that ""Tagged C11orf70 in Paramecium and Chlamydomonas localizes mainly in the cytoplasm with a small amount in the ciliary component."" PMID:29727693 confirms involvement in ""cytoplasmic assembly of dynein arms."" This validates the sequence similarity inference.",,,
Q9BRQ4,CFAP300,NCBITaxon:9606,Homo sapiens,GO:0005856,cytoskeleton,,,IEA,,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,Automated annotation based on keywords,MODIFY,"Too general - while technically correct that cilia are part of cytoskeleton, this annotation lacks specificity for CFAP300's actual functional location",,GO:0005930:axoneme,
Q9BRQ4,CFAP300,NCBITaxon:9606,Homo sapiens,GO:0031514,motile cilium,,,ISS,,GO_REF:0000024,Manual transfer of experimentally-verified manual GO annotation data to orthologs by curator judgment of sequence similarity.,,,Motile cilium localization confirmed by experimental evidence showing ciliary transport,ACCEPT,"PMID:29727692 shows ""Tagged C11orf70...localizes mainly in the cytoplasm with a small amount in the ciliary component"" and demonstrates ""its transport within cilia is IFT dependent."" Both papers show CFAP300 mutations cause ""immotile respiratory cilia"" confirming functional relevance to motile cilia.",,,
Q9BRQ4,CFAP300,NCBITaxon:9606,Homo sapiens,GO:0042995,cell projection,,,IEA,,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,Automated annotation based on keywords,REMOVE,Uninformative and redundant with motile cilium annotation. Provides no functional insight and is too general to be useful for understanding CFAP300 function,,,
Q587I9,SFT2D3,NCBITaxon:9606,Homo sapiens,GO:0016020,membrane,,,IEA,,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"This membrane annotation is accurate and appropriate for SFT2D3. The protein is clearly an integral membrane protein with 4 transmembrane domains as shown in UniProt topology data and confirmed by structural predictions. The generic \""membrane\"" term is suitable as it correctly captures the protein localization without being overly specific about particular membrane types. Given SFT2D3 localizes to multiple membrane compartments (Golgi, endosomes), this broad term is acceptable.",ACCEPT,,,,
Q587I9,SFT2D3,NCBITaxon:9606,Homo sapiens,GO:0016192,vesicle-mediated transport,,,IEA,,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,This annotation is accurate and well-supported by strong evidence. SFT2D3 is clearly involved in vesicle-mediated transport based on: (1) UniProt annotation stating involvement in fusion of retrograde transport vesicles; (2) experimental evidence from SFT2D2 paralog showing role in endosome-to-Golgi retrieval; (3) yeast homolog studies demonstrating vesicle fusion function; (4) evolutionary conservation of the SFT2 family in vesicle trafficking. This represents a core function and should be accepted as-is.,ACCEPT,,,,
Q587I9,SFT2D3,NCBITaxon:9606,Homo sapiens,GO:0005737,cytoplasm,,,IEA,,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,,,"This annotation is technically correct but overly general and not informative for SFT2D3 function. While SFT2D3 is localized to cytoplasmic organelles (not nucleus or extracellular), this broad term fails to capture its specific subcellular localization. Based on functional evidence and paralog localization studies, SFT2D3 specifically localizes to Golgi apparatus and endosomal membranes. This should be modified to the more specific and functionally relevant ""Golgi apparatus"" (GO:0005794).",MODIFY,,,GO:0005794:Golgi apparatus,
Q587I9,SFT2D3,NCBITaxon:9606,Homo sapiens,GO:0012505,endomembrane system,,,IEA,,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,,,"This annotation is accurate and well-supported. SFT2D3 is clearly a component of the endomembrane system as an integral membrane protein involved in trafficking between endosomes and Golgi. This term appropriately captures its localization to intracellular membrane-bound organelles within the secretory/endocytic pathway network. The term is at the right level of specificity - more general than specific organelles but more specific than just ""membrane"" or ""cytoplasm"". This should be accepted as representing accurate cellular localization.",ACCEPT,,,,
Q587I9,SFT2D3,NCBITaxon:9606,Homo sapiens,GO:0015031,protein transport,,,IEA,,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"This annotation is accurate but could be more specific. SFT2D3 is indeed involved in protein transport, particularly in the context of retrograde transport where membrane proteins and sorting receptors are retrieved from endosomes back to the Golgi. However, the evidence strongly points to a more specific role in ""retrograde transport, endosome to Golgi"" (GO:0042147). While the current term is not wrong, the more specific term better captures the precise biological process SFT2D3 participates in based on functional evidence.",MODIFY,,,"GO:0042147:retrograde transport, endosome to Golgi",
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0001518,voltage-gated sodium channel complex,,,IBA,,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,"This annotation correctly identifies SCN1A as part of the voltage-gated sodium channel complex. As the pore-forming α-subunit, SCN1A associates with auxiliary β-subunits (SCN1B, SCN2B, SCN3B, SCN4B) to form the functional Nav1.1 complex. IBA evidence from phylogenetic analysis provides strong support for this cellular component annotation.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0005248,voltage-gated sodium channel activity,,,IBA,,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,This is the core molecular function of SCN1A. The protein directly mediates voltage-gated sodium channel activity through conformational changes that allow selective Na+ passage. This annotation captures the essential enzymatic function supported by UniProt catalytic activity data (Na+(in) = Na+(out)) and extensive experimental evidence.,ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0035725,sodium ion transmembrane transport,,,IBA,,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,"This accurately describes the biological process mediated by SCN1A. The protein enables sodium ion transport across neuronal membranes, which is fundamental for action potential generation and propagation. IBA evidence from phylogenetic analysis strongly supports this core function.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0086002,cardiac muscle cell action potential involved in contraction,,,IBA,,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,"While Nav1.1 sodium channels may be expressed in cardiac tissue, SCN1A is predominantly and specifically important in neuronal tissues, particularly GABAergic interneurons. Cardiac action potentials are primarily mediated by SCN5A (Nav1.5). This annotation represents over-annotation for SCN1A, which should be marked as peripheral to its core neuronal function.",KEEP_AS_NON_CORE,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0099505,regulation of presynaptic membrane potential,,,IEA,,GO_REF:0000108,"Automatic assignment of GO terms using logical inference, based on on inter-ontology links.",,,"This annotation is consistent with SCN1A role in presynaptic terminals where voltage-gated sodium channels regulate membrane potential and neurotransmitter release. However, IEA evidence alone is relatively weak, and this represents a more specific function than the core sodium channel activity.",KEEP_AS_NON_CORE,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0001518,voltage-gated sodium channel complex,,,IEA,,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,"Duplicate of earlier IBA annotation for the same GO term. This IEA annotation provides additional computational support for SCN1A being part of voltage-gated sodium channel complex, consistent with its role as the pore-forming α-subunit.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0005216,monoatomic ion channel activity,,,IEA,,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,"This is a broader molecular function term that encompasses sodium channel activity. While accurate, it is less informative than the specific voltage-gated sodium channel activity annotation. This represents a valid but general annotation.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0005248,voltage-gated sodium channel activity,,,IEA,,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,Another annotation for the core molecular function of SCN1A with IEA evidence. This duplicates the IBA annotation but provides additional computational support for the essential voltage-gated sodium channel activity.,ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0005261,monoatomic cation channel activity,,,IEA,,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,"This is a broader molecular function term that encompasses sodium channel activity. Sodium channels are indeed monoatomic cation channels, but this annotation is less specific than voltage-gated sodium channel activity. Still accurate but general.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0005886,plasma membrane,,,IEA,,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,Correct cellular component annotation. SCN1A is a multi-pass membrane protein embedded in the plasma membrane where it functions as a voltage-gated sodium channel. UniProt confirms this subcellular localization.,ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0006811,monoatomic ion transport,,,IEA,,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"This is a broad biological process term that encompasses sodium ion transport. While accurate (sodium is a monoatomic ion), it is less informative than the more specific sodium ion transmembrane transport annotation.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0006814,sodium ion transport,,,IEA,,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"This accurately describes a core biological process mediated by SCN1A. The protein enables sodium ion transport, which is fundamental for neuronal excitability and action potential propagation. This is a key function supported by extensive evidence.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0016020,membrane,,,IEA,,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"This is a very general cellular component term. While SCN1A is indeed a membrane protein, this annotation provides minimal informative value compared to the more specific plasma membrane annotation.",MARK_AS_OVER_ANNOTATED,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0055085,transmembrane transport,,,IEA,,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,"This is a broad biological process term that encompasses the specific sodium ion transmembrane transport function. While accurate, it provides less informative value than more specific transport annotations.",MARK_AS_OVER_ANNOTATED,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0001508,action potential,,,IEA,,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,,,"This annotation correctly identifies SCN1A role in action potentials. As the pore-forming subunit of Nav1.1, SCN1A directly mediates the depolarizing phase of action potentials by allowing Na+ influx. This is a core biological process supported by UniProt functional data.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0005272,sodium channel activity,,,IEA,,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"This annotation captures the core sodium channel activity of SCN1A. While slightly broader than voltage-gated sodium channel activity, it accurately describes the fundamental molecular function of the protein in enabling sodium ion passage through the membrane.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0034220,monoatomic ion transmembrane transport,,,IEA,,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"This is a broader biological process term that encompasses sodium ion transmembrane transport. While accurate (sodium is a monoatomic ion), the more specific sodium ion transmembrane transport annotation is more informative for SCN1A function.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0034702,monoatomic ion channel complex,,,IEA,,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"This is a broader cellular component term that encompasses voltage-gated sodium channel complex. SCN1A is indeed part of a monoatomic ion channel complex, but the more specific voltage-gated sodium channel complex annotation provides better functional specificity.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0007628,adult walking behavior,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This annotation is based on Ensembl orthology inference from mouse models. While SCN1A mutations can affect motor behavior through seizures and neurological impairment, adult walking behavior is a high-level phenotype not directly representative of the core molecular function. This is likely over-annotation.",MARK_AS_OVER_ANNOTATED,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0008340,determination of adult lifespan,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This annotation is based on Ensembl orthology inference from mouse models. While SCN1A mutations can be associated with sudden unexpected death in epilepsy (SUDEP), determination of adult lifespan is a high-level organismal phenotype not directly representative of the core sodium channel function. This represents over-annotation.",MARK_AS_OVER_ANNOTATED,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0014704,intercalated disc,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This is a cardiac-specific cellular component annotation based on Ensembl orthology inference. While sodium channels may be present in cardiac tissue, SCN1A (Nav1.1) is predominantly neuronal, whereas SCN5A (Nav1.5) is the primary cardiac sodium channel. This annotation is likely inappropriate for SCN1A.",REMOVE,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0019227,neuronal action potential propagation,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This annotation accurately captures a core biological process mediated by SCN1A. Nav1.1 channels are essential for neuronal action potential propagation, particularly in axon initial segments and nodes of Ranvier. This is well-supported by functional and localization data.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0019228,neuronal action potential,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This annotation correctly identifies SCN1A role in neuronal action potentials. As the pore-forming subunit of Nav1.1, SCN1A directly mediates the depolarizing phase of neuronal action potentials. This is a core neuronal function well-supported by evidence.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0021675,nerve development,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This annotation is based on Ensembl orthology inference. While SCN1A may play roles during nervous system development, this is a developmental process annotation that is peripheral to the core adult function as a voltage-gated sodium channel. Evidence for direct developmental roles is limited.",KEEP_AS_NON_CORE,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0030018,Z disc,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,This is a muscle-specific cellular component annotation based on Ensembl orthology inference. Z discs are structures in striated muscle. SCN1A (Nav1.1) is predominantly neuronal and this localization is not supported by evidence for the human protein.,REMOVE,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0030315,T-tubule,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,This is a muscle-specific cellular component annotation based on Ensembl orthology inference. T-tubules are structures in muscle cells for excitation-contraction coupling. SCN1A (Nav1.1) is predominantly neuronal and this localization is inappropriate.,REMOVE,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0030424,axon,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This annotation accurately reflects SCN1A localization. Nav1.1 channels are enriched in axons, particularly at axon initial segments and nodes of Ranvier where they are crucial for action potential initiation and propagation. This cellular component annotation is well-supported.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0033268,node of Ranvier,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,This annotation accurately reflects a key subcellular localization of SCN1A. Nav1.1 channels are highly concentrated at nodes of Ranvier where they mediate saltatory conduction and action potential propagation along myelinated axons. This is a well-established localization.,ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0034706,sodium channel complex,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This annotation correctly identifies SCN1A as part of a sodium channel complex. As the pore-forming α-subunit, SCN1A associates with auxiliary β-subunits to form functional Nav1.1 sodium channel complexes. This cellular component annotation is accurate.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0042391,regulation of membrane potential,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This annotation accurately captures a key biological process mediated by SCN1A. Voltage-gated sodium channels are fundamental regulators of membrane potential in excitable cells, controlling the depolarization phase of action potentials and overall neuronal excitability.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0043025,neuronal cell body,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This annotation reflects SCN1A localization in neuronal cell bodies. While Nav1.1 channels are present in cell bodies, they are more highly concentrated and functionally important at axon initial segments and nodes of Ranvier. This represents a valid but less specific localization.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0043194,axon initial segment,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,This annotation accurately reflects a critical subcellular localization of SCN1A. Nav1.1 channels are highly concentrated at axon initial segments where they are essential for action potential initiation. This is one of the most functionally important localizations for SCN1A.,ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0050884,neuromuscular process controlling posture,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This annotation is based on Ensembl orthology inference from mouse models. While SCN1A mutations can indirectly affect posture through seizures and neurological impairment, this high-level behavioral annotation is not directly representative of the core sodium channel function.",MARK_AS_OVER_ANNOTATED,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0050966,detection of mechanical stimulus involved in sensory perception of pain,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This annotation has some support from UniProt which states that Nav1.1 contributes to sensory perception of mechanically-induced pain through controlling excitability of somatosensory neurons. However, this is a specialized function compared to the core neuronal excitability role.",KEEP_AS_NON_CORE,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0051649,establishment of localization in cell,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This is a very broad biological process annotation based on Ensembl orthology inference. While SCN1A protein must be localized to specific membrane compartments, this general localization process annotation provides minimal informative value about the core sodium channel function.",MARK_AS_OVER_ANNOTATED,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0086010,membrane depolarization during action potential,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,This annotation accurately describes the core biological process mediated by SCN1A. Nav1.1 channels directly mediate membrane depolarization during the rising phase of action potentials through selective sodium influx. This is a fundamental function supported by extensive evidence.,ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0005654,nucleoplasm,,,IDA,,GO_REF:0000052,Gene Ontology annotation based on curation of immunofluorescence data,,,This annotation is problematic. SCN1A encodes a multi-pass membrane protein that functions in the plasma membrane. Nuclear localization is inconsistent with its known function as a voltage-gated sodium channel. This IDA evidence may be from immunofluorescence artifacts or cross-reactivity.,REMOVE,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0005886,plasma membrane,,,IDA,,GO_REF:0000052,Gene Ontology annotation based on curation of immunofluorescence data,,,This annotation is correct and supported by direct experimental evidence (IDA). SCN1A is a multi-pass membrane protein embedded in the plasma membrane where it functions as a voltage-gated sodium channel. This is the primary functional localization.,ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0016604,nuclear body,,,IDA,,GO_REF:0000052,Gene Ontology annotation based on curation of immunofluorescence data,,,"This annotation is inconsistent with SCN1A function. SCN1A encodes a voltage-gated sodium channel that functions in the plasma membrane, not in nuclear bodies. This IDA evidence may be from immunofluorescence artifacts or antibody cross-reactivity.",REMOVE,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0099508,voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential,,,NAS,,PMID:22150645,Pure haploinsufficiency for Dravet syndrome Na(V)1.1 (SCN1A) sodium channel truncating mutations.,,,"This annotation describes a specific molecular function of SCN1A at presynaptic terminals. The referenced study (PMID:22150645) demonstrates SCN1A role in regulating presynaptic membrane potential. While this is a specialized function, it is well-supported by experimental evidence and represents an important aspect of Nav1.1 function.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0099508,voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential,,,IDA,,PMID:22150645,Pure haploinsufficiency for Dravet syndrome Na(V)1.1 (SCN1A) sodium channel truncating mutations.,,,"Duplicate annotation for the same GO term with stronger IDA evidence from PMID:22150645. This direct experimental evidence supports SCN1A role in regulating presynaptic membrane potential, which is important for neurotransmitter release and synaptic transmission.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0099508,voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential,,,IMP,,PMID:22150645,Pure haploinsufficiency for Dravet syndrome Na(V)1.1 (SCN1A) sodium channel truncating mutations.,,,Third annotation for the same GO term with IMP evidence from PMID:22150645. This mutant phenotype evidence further supports the role of SCN1A in presynaptic membrane potential regulation. The study examined SCN1A truncation mutants and their effects on channel function.,ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0005248,voltage-gated sodium channel activity,,,IMP,,PMID:14672992,Epilepsy-associated dysfunction in the voltage-gated neuronal sodium channel SCN1A.,,,"This annotation for the core molecular function has strong IMP (mutant phenotype) evidence from PMID:14672992. This represents high-quality experimental support for the voltage-gated sodium channel activity, complementing the IBA evidence for the same function.",ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0005886,plasma membrane,,,IDA,,PMID:14672992,Epilepsy-associated dysfunction in the voltage-gated neuronal sodium channel SCN1A.,,,This annotation has strong IDA evidence from PMID:14672992 for plasma membrane localization. This complements other annotations for the same cellular component and provides experimental support for the primary functional localization of SCN1A.,ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0086010,membrane depolarization during action potential,,,ISS,,GO_REF:0000024,Manual transfer of experimentally-verified manual GO annotation data to orthologs by curator judgment of sequence similarity.,,,This annotation accurately describes the core biological process with ISS (sequence similarity) evidence. SCN1A mediates membrane depolarization during action potentials through selective sodium influx. This is a fundamental function well-conserved across species.,ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0086010,membrane depolarization during action potential,,,IMP,,PMID:14672992,Epilepsy-associated dysfunction in the voltage-gated neuronal sodium channel SCN1A.,,,Duplicate annotation for the same core biological process with strong IMP evidence from PMID:14672992. This mutant phenotype evidence provides experimental support for SCN1A role in membrane depolarization during action potentials.,ACCEPT,,,,
P35498,SCN1A,NCBITaxon:9606,Homo sapiens,GO:0086002,cardiac muscle cell action potential involved in contraction,,,IMP,,PMID:27207958,Variants of Transient Receptor Potential Melastatin Member 4 in Childhood Atrioventricular Block.,,,"This annotation has IMP evidence but is questionable for SCN1A. The referenced study (PMID:27207958) is about TRPM4 variants in childhood atrioventricular block, not SCN1A. SCN1A (Nav1.1) is predominantly neuronal, while SCN5A (Nav1.5) is the main cardiac sodium channel. This may be an annotation error.",REMOVE,,,,
